imdb_id,popularity,movie_budget,movie_revenue,movie_name,cast,movie_director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
tt0352248,1.053307,88000000,108539911,Cinderella Man,Russell Crowe|RenÃ©e Zellweger|Paul Giamatti|Craig Bierko|Paddy Considine,Ron Howard,One man's extraordinary fight to save the family he loved.,transporter|netherlands|world cup|socially deprived family|family's daily life,"The true story of boxer, Jim Braddock who, in the 1920â€™s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",144,Romance|Drama|History,Miramax Films|Imagine Entertainment|Universal Pictures|Parkway Pictures (I)|Touchstone Pictures,2005-06-02,370,7.0,2005
tt0416320,1.051177,15000000,85306374,Match Point,Jonathan Rhys Meyers|Scarlett Johansson|Emily Mortimer|Brian Cox|Penelope Wilton,Woody Allen,Passion Temptation Obsession,love triangle|london|upper class|adultery|tennis,"Match Point is Woody Allenâ€™s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.",124,Drama|Thriller|Crime|Romance,DreamWorks,2005-05-12,620,7.1,2005
tt0443536,1.048193,15000000,51053787,Hoodwinked!,Anne Hathaway|Glenn Close|Jim Belushi|Patrick Warburton|Anthony Anderson,Cory Edwards|Todd Edwards|Tony Leech,Armed And Dangerously Dumb.,wolf|suspicion|little red riding hood|investigation|burglary,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.",80,Animation|Comedy|Family,The Weinstein Company|Kanbar Entertainment|Blue Yonder Films,2005-12-16,288,6.0,2005
tt0382077,1.045798,25000000,122644820,Hide and Seek,Robert De Niro|Dakota Fanning|Famke Janssen|Elisabeth Shue|Amy Irving,John Polson,"Come out, come out, whatever you are.",house|imaginary friend|suspense|loss of wife,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",101,Horror|Mystery|Thriller,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Josephson Entertainment|MBC Beteiligungs Filmproduktion,2005-01-27,240,6.2,2005
tt0374536,1.014707,85000000,131426169,Bewitched,Nicole Kidman|Will Ferrell|Shirley MacLaine|Michael Caine|Jason Schwartzman,Nora Ephron,Be warned. Be ready.,witch|enchantment|tv series|falling in love|spectacle,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",102,Comedy|Fantasy|Romance,Columbia Pictures Corporation|Red Wagon Entertainment|Bewitched,2005-06-21,262,4.9,2005
tt0419706,1.001465,60000000,55987321,Doom,Dwayne Johnson|Karl Urban|Rosamund Pike|Ben Daniels|Deobia Oparei,Andrzej Bartkowiak,No one gets out alive.,teleportation|based on video game|severed ear|future war|wisecrack humor,"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious.",100,Action|Adventure|Science Fiction|Thriller|Horror,Di Bonaventura Pictures|John Wells Productions|Reaper Productions|Stillking Films|Babelsberg Film,2005-10-20,321,4.9,2005
tt0452598,0.982784,60000000,129181830,Cheaper by the Dozen 2,Steve Martin|Eugene Levy|Bonnie Hunt|Tom Welling|Jonathan Bennett,Adam Shankman,Same Big Family... Even Bigger Adventure.,holiday|lake|big family|father|labor pain,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,",94,Adventure|Comedy|Family,Twentieth Century Fox Film Corporation,2005-12-21,285,5.8,2005
tt0332047,0.9568469999999999,30000000,50451307,Fever Pitch,Drew Barrymore|Jimmy Fallon|Jason Spevack|Jack Kehler|Maureen Keiller,Bobby Farrelly|Peter Farrelly,A Comedy About The Game of Love.,baseball|fanatic|relationship problems|sport|teacher,"When relaxed and charming Ben Wrightman meets workaholic Lindsey Meeks she finds him sweet and charming, they hit it off and when it is winter Ben can spend every waking hour with Lindsey, but when summer comes around the corner Lindsey discovers Ben's obsession with the Boston Red Sox. She thinks it is perfect until everything goes downhill for them.",103,Comedy|Drama|Romance,Fox 2000 Pictures|Wildgaze Films|Alan Greenspan Productions|Mars Media Beteiligungs|Flower Films (II),2005-04-06,112,5.7,2005
tt0417001,0.9481700000000001,30000000,58405313,Must Love Dogs,Diane Lane|John Cusack|Elizabeth Perkins|Christopher Plummer|Dermot Mulroney,Gary David Goldberg,,sister sister relationship|singles|make a match|children|teacher,"Must Love Dogs tells the story of Sarah Nolan (Diane Lane), a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that. no matter what, it's never a good idea to give up on love.",98,Comedy|Romance,Warner Bros. Pictures,2005-07-21,80,6.0,2005
tt0377107,0.9184760000000001,20000000,7535331,Proof,Gwyneth Paltrow|Anthony Hopkins|Jake Gyllenhaal|Hope Davis|Danny McCarthy,John Madden,The biggest risk in life is not taking one.,alcohol|sex|mathematician|paranoia|dementia,"Catherine is a woman in her late twenties who is strongly devoted to her father, Robert, a brilliant and well-known mathematician whose grip on reality is beginning to slip away. As Robert descends into madness, Catherine begins to wonder if she may have inherited her fatherâ€™s mental illness along with his mathematical genius. When Robertâ€™s work reveals a mathematical proof of potentially historic proportions, it sets off shock waves in more ways than one.",100,Drama|Mystery,Miramax Films|Endgame Entertainment|Hart-Sharp Entertainment,2005-09-05,88,6.1,2005
tt0373926,0.906223,80000000,162944923,The Interpreter,Nicole Kidman|Sean Penn|Catherine Keener|Jesper Christensen|Yvan Attal,Sydney Pollack,The truth needs no translation.,new york|dictator|africa|destruction of a civilization|assassination,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",128,Action,Universal Pictures|StudioCanal|Mirage Enterprises|Working Title Films|Misher Films,2005-04-04,197,6.2,2005
tt0355295,0.8999440000000001,88000000,105316267,The Brothers Grimm,Heath Ledger|Matt Damon|Mackenzie Crook|Roger Ashton-Griffiths|Peter Stormare,Terry Gilliam,Eliminating Evil Since 1812.,brother brother relationship|literature|aftercreditsstinger,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",118,Adventure|Fantasy|Action|Comedy|Thriller,The Weinstein Company|Summit Entertainment|Atlas Entertainment|Mosaic Media Group|Reforma Films,2005-08-25,451,5.4,2005
tt0350261,0.8938790000000001,30000000,18618284,An Unfinished Life,Robert Redford|Jennifer Lopez|Morgan Freeman|Becca Gardner|Josh Lucas,Lasse HallstrÃ¶m,Every secret takes on a life of its own.,loss of son|sheriff|wyoming|grandfather granddaughter relationship|violence against women,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. Then, suddenly, the woman he blames for the death of his only son arrives at his door broke, desperate, and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure, and forgiveness.",108,Drama,Miramax Films|Revolution Studios|Persistent Entertainment|Initial Entertainment Group (IEG)|The Ladd Company,2005-09-09,82,6.9,2005
tt0340163,0.887848,52000000,77944725,Hostage,Bruce Willis|Kevin Pollak|Jimmy Bennett|Michelle Horn|Ben Foster,Florent-Emilio Siri,Every Second Counts,fbi|kidnapper|police operation|home invasion|hostage situation,"When a mafia accountant is taken hostage on his beat, a police officer â€“ wracked by guilt from a prior stint as a negotiator â€“ must negotiate the standoff, even as his own family is held captive by the mob.",113,Mystery|Drama|Thriller|Crime,Miramax Films|Cheyenne Enterprises|Yari Film Group|Stratus Film Co.|Syndicate Films International,2005-03-09,280,6.0,2005
tt0377818,0.885834,50000000,110803676,The Dukes of Hazzard,Johnny Knoxville|Seann William Scott|Jessica Simpson|Willie Nelson|Burt Reynolds,Jay Chandrasekhar,Cousins. Outlaws. Thrillbillies.,sheriff|farm|bikini|redneck|moonshine,"Bo and Luke Duke are southern cousins. In Hazzard County, Bo and Luke help their Uncle Jesse and their sexy cousin Daisy run the Moonshine business and always getting into trouble with Sherriff Roscoe P. Coltrane and recklessly driving in their orange car ""General Lee"". Boss Hogg, the mean and corrupt local county commissioner who hates The Dukes evicts The Dukes from their farm. Bo and Duke travels to Atlanta and meets up with old friend Katie Johnson and her friend Annette as they set out to find out why Boss Hogg has evicted them from their farm and what he plans to do. With local ace race car driver Billy Prickett in town to take part in the Annual Hazzard Road Race rally, Bo and Luke sets out to save their farm and foil Boss Hogg's scheme",104,Action|Adventure|Comedy,Village Roadshow Pictures|Gerber Pictures|Warner Bros.|WV Films III,2005-08-05,185,5.2,2005
tt0408306,0.869394,70000000,130358911,Munich,Eric Bana|Daniel Craig|CiarÃ¡n Hinds|Mathieu Kassovitz|Hanns Zischler,Steven Spielberg,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,paris|assassination|israel|hotel room|1970s,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",164,Drama|Action|History|Thriller,DreamWorks SKG|Universal Pictures|Amblin Entertainment|Peninsula Films|Alliance Atlantis Communications,2005-12-22,382,6.7,2005
tt0404032,0.857834,19000000,144216468,The Exorcism of Emily Rose,Laura Linney|Tom Wilkinson|Campbell Scott|Jennifer Carpenter|Kenneth Welsh,Scott Derrickson,What happened to Emily?,epilepsy|possession|teenage girl|spirit|umbrella,"When a younger girl called Emily Rose (Carpenter) dies, everyone puts blame on the exorcism which was performed on her by Father Moore (Wilkinson) prior to her death. The priest is arrested on suspicion of murder. The trail begins with lawyer Erin Bruner (Linney) representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",122,Crime|Drama|Horror|Thriller,Lakeshore Entertainment|Firm Films|Screen Gems,2005-09-09,323,6.2,2005
tt0427944,0.8529690000000001,6500000,24793509,Thank You for Smoking,Aaron Eckhart|Maria Bello|Cameron Bright|Adam Brody|Sam Elliott,Jason Reitman,Tobacco lobbyist Nick Naylor is trying to SAVE YOUR ASH!,father-son relationship|capitalism|based on novel|smoking|lie,"The chief spokesperson and lobbyist Nick Naylor is the Vice-President of the Academy of Tobacco Studies. He is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. His best friends are Polly Bailey that works in the Moderation Council in alcohol business, and Bobby Jay Bliss of the gun business own advisory group SAFETY. They frequently meet each other in a bar and they self-entitle the Mod Squad a.k.a. Merchants of Death, disputing which industry has killed more people. Nick's greatest enemy is Vermont's Senator Ortolan Finistirre, who defends in the Senate the use a skull and crossed bones in the cigarette packs. Nick's son Joey Naylor lives with his mother, and has the chance to know his father in a business trip. When the ambitious reporter Heather Holloway betrays Nick disclosing confidences he had in bed with her, his life turns upside-down. But Nick is good in what he does for the mortgage.",92,Comedy|Drama,Fox Searchlight Pictures|Room 9 Entertainment,2005-09-05,341,7.1,2005
tt0367652,0.839023,22000000,22400154,Deuce Bigalow: European Gigolo,Rob Schneider|Eddie Griffin|Jeroen KrabbÃ©|Til Schweiger|Hanna Verboom,Mike Bigelow,For the women of Europe... The price of love just got a lot cheaper.,painter|amsterdam|dolphin|europe|pimp,Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.,83,Comedy,Columbia Pictures Corporation|Out of the Blue... Entertainment|Happy Madison Productions,2005-08-06,118,4.8,2005
